tokenInText	tokenInSentence	sentenceNumber	token	posTag	lemma	neTag
3433	15	151	was	VBD	be	
3434	16	151	transferred	VBN	transfer	
3435	17	151	from	IN	from	
3436	18	151	Lisbon	NNP	lisbon	GPE
3437	19	151	to	IN	to	
3438	20	151	Rio	NNP	rio	
3439	21	151	de	NNP	de	
3440	22	151	Janeiro	NNP	janeiro	
3441	23	151	.	.	.	
3442	1	152	Tlaltecuhtli	NNP	tlaltecuhtli	
3443	2	152	is	VBZ	be	
3444	3	152	a	DT	a	
3445	4	152	pre	NN	pre	
3446	5	152	-	HYPH	-	
3447	6	152	Columbian	NNP	columbian	
3448	7	152	Mesoamerican	NNP	mesoamerican	
3449	8	152	deity	NN	deity	
3450	9	152	,	,	,	
3451	10	152	identified	VBN	identify	
3452	11	152	from	IN	from	
3453	12	152	sculpture	NN	sculpture	
3454	13	152	and	CC	and	
3455	14	152	iconography	NN	iconography	
3456	15	152	dating	VBG	date	
3457	16	152	to	IN	to	
3458	17	152	the	DT	the	
3459	18	152	Late	JJ	late	
3460	19	152	Postclassic	NNP	postclassic	
3461	20	152	period	NN	period	
3462	21	152	of	IN	of	
3463	22	152	Mesoamerican	JJ	mesoamerican	NORP
3464	23	152	chronology	NN	chronology	
3465	24	152	(	-LRB-	(	
3466	25	152	ca	NN	ca	
3467	26	152	.	.	.	
3468	1	153	1200–1519	LS	1200–1519	
3469	2	153	)	-RRB-	)	
3470	3	153	,	,	,	
3471	4	153	primarily	RB	primarily	
3472	5	153	among	IN	among	
3473	6	153	the	DT	the	
3474	7	153	Mexica	NNP	mexica	PERSON
3475	8	153	(	-LRB-	(	
3476	9	153	Aztec	NNP	aztec	NORP
3477	10	153	)	-RRB-	)	
3478	11	153	and	CC	and	
3479	12	153	other	JJ	other	
3480	13	153	Nahuatl	NNP	nahuatl	LANGUAGE
3481	14	153	-	HYPH	-	
3482	15	153	speaking	VBG	speak	
3483	16	153	cultures	NNS	culture	
3484	17	153	.	.	.	
3485	1	154	Tlaltecuhtli	NNP	tlaltecuhtli	PERSON
3486	2	154	is	VBZ	be	
3487	3	154	also	RB	also	
3488	4	154	known	VBN	know	
3489	5	154	from	IN	from	
3490	6	154	several	JJ	several	
3491	7	154	post	NN	post	
3492	8	154	-	HYPH	-	
3493	9	154	conquest	NN	conquest	
3494	10	154	manuscripts	NNS	manuscript	
3495	11	154	that	WDT	that	
3496	12	154	surveyed	VBD	survey	
3497	13	154	Mexica	NNP	mexica	PERSON
3498	14	154	mythology	NN	mythology	
3499	15	154	and	CC	and	
3500	16	154	belief	NN	belief	
3501	17	154	systems	NNS	system	
3502	18	154	,	,	,	
3503	19	154	such	JJ	such	
3504	20	154	as	IN	as	
3505	21	154	the	DT	the	
3506	22	154	Histoyre	NNP	histoyre	NORP
3507	23	154	du	NN	du	
3508	24	154	méchique	NN	méchique	
3509	25	154	compiled	VBN	compile	
3510	26	154	in	IN	in	
3511	27	154	the	DT	the	DATE
3512	28	154	mid-16th	JJ	mid-16th	DATE
3513	29	154	century	NN	century	DATE
3514	30	154	.	.	.	
3515	1	155	According	VBG	accord	
3516	2	155	to	IN	to	
3517	3	155	Alfonso	NNP	alfonso	PERSON
3518	4	155	Caso	NNP	caso	PERSON
3519	1	156	There	EX	there	
3520	2	156	were	VBD	be	
3521	3	156	four	CD	four	CARDINAL
3522	4	156	earth	NN	earth	
3523	5	156	gods	NNS	god	
3524	6	156	-	,	-	
3525	7	156	Tlaltecuhti	NNP	tlaltecuhti	
3526	8	156	who	WP	who	
3527	9	156	was	VBD	be	
3528	10	156	male	JJ	male	
3529	11	156	and	CC	and	
3530	12	156	three	CD	three	CARDINAL
3531	13	156	earth	NN	earth	
3532	14	156	goddesses	NNS	goddess	
3533	15	156	-	,	-	
3534	16	156	Coatlique	NNP	coatlique	
3535	17	156	,	,	,	
3536	18	156	Cihuacoatl	NNP	cihuacoatl	
3537	19	156	and	CC	and	
3538	20	156	Tlazolteotl	NNP	tlazolteotl	
3539	21	156	.	.	.	
3540	1	157	In	IN	in	
3541	2	157	one	CD	one	CARDINAL
3542	3	157	of	IN	of	
3543	4	157	the	DT	the	
3544	5	157	Mexica	NNP	mexica	PERSON
3545	6	157	creation	NN	creation	
3546	7	157	accounts	VBZ	account	
3547	8	157	Tlaltecuhtli	NNP	tlaltecuhtli	PERSON
3548	9	157	is	VBZ	be	
3549	10	157	described	VBN	describe	
3550	11	157	as	IN	as	
3551	12	157	a	DT	a	
3552	13	157	sea	NN	sea	
3553	14	157	monster	NN	monster	
3554	15	157	who	WP	who	
3555	16	157	dwelled	VBD	dwell	
3556	17	157	in	IN	in	
3557	18	157	the	DT	the	
3558	19	157	ocean	NN	ocean	
3559	20	157	after	IN	after	
3560	21	157	the	DT	the	
3561	22	157	fourth	JJ	fourth	ORDINAL
3562	23	157	Great	NNP	great	GPE
3563	24	157	Flood	NNP	flood	GPE
3564	25	157	,	,	,	
3565	26	157	an	DT	an	
3566	27	157	embodiment	NN	embodiment	
3567	28	157	of	IN	of	
3568	29	157	the	DT	the	
3569	30	157	raging	VBG	rag	
3570	31	157	chaos	NN	chaos	
3571	32	157	before	IN	before	
3572	33	157	creation	NN	creation	
3573	34	157	.	.	.	
3574	1	158	Quetzalcoatl	NNP	quetzalcoatl	PERSON
3575	2	158	and	CC	and	
3576	3	158	Tezcatlipoca	NNP	tezcatlipoca	PERSON
3577	4	158	,	,	,	
3578	5	158	in	IN	in	
3579	6	158	the	DT	the	
3580	7	158	form	NN	form	
3581	8	158	of	IN	of	
3582	9	158	serpents	NNS	serpent	
3583	10	158	,	,	,	
3584	11	158	tore	VBD	tear	
3585	12	158	him	PRP	him	
3586	13	158	in	IN	in	
3587	14	158	half	NN	half	CARDINAL
3588	15	158	,	,	,	
3589	16	158	throwing	VBG	throw	
3590	17	158	half	NN	half	CARDINAL
3591	18	158	upwards	RB	upwards	
3592	19	158	to	TO	to	
3593	20	158	create	VB	create	
3594	21	158	the	DT	the	
3595	22	158	sky	NN	sky	
3596	23	158	and	CC	and	
3597	24	158	stars	NNS	star	
3598	25	158	and	CC	and	
3599	26	158	leaving	VBG	leave	
3600	27	158	the	DT	the	
3601	28	158	other	JJ	other	
3602	29	158	half	NN	half	
3603	30	158	to	TO	to	
3604	31	158	become	VB	become	
3605	32	158	the	DT	the	
3606	33	158	land	NN	land	
3607	34	158	of	IN	of	
3608	35	158	the	DT	the	
3609	36	158	earth	NN	earth	LOC
3610	37	158	.	.	.	
3611	1	159	He	PRP	he	
3612	2	159	remained	VBD	remain	
3613	3	159	alive	JJ	alive	
3614	4	159	,	,	,	
3615	5	159	however	RB	however	
3616	6	159	,	,	,	
3617	7	159	and	CC	and	
3618	8	159	demanded	VBD	demand	
3619	9	159	human	JJ	human	
3620	10	159	blood	NN	blood	
3621	11	159	.	.	.	
3622	1	160	In	IN	in	
3623	2	160	1965	CD	1965	DATE
3624	3	160	,	,	,	
3625	4	160	Antony	NNP	antony	PERSON
3626	5	160	Hewish	NNP	hewish	PERSON
3627	6	160	and	CC	and	
3628	7	160	Samuel	NNP	samuel	PERSON
3629	8	160	Okoye	NNP	okoye	PERSON
3630	9	160	discovered	VBD	discover	
3631	10	160	"	``	"	
3632	11	160	an	DT	an	
3633	12	160	unusual	JJ	unusual	
3634	13	160	source	NN	source	
3635	14	160	of	IN	of	
3636	15	160	high	JJ	high	
3637	16	160	radio	NN	radio	
3638	17	160	brightness	NN	brightness	
3639	18	160	temperature	NN	temperature	
3640	19	160	in	IN	in	
3641	20	160	the	DT	the	
3642	21	160	Crab	NNP	crab	
3643	22	160	Nebula	NNP	nebula	
3644	23	160	"	''	"	
3645	24	160	.	.	.	
3646	1	161	This	DT	this	
3647	2	161	source	NN	source	
3648	3	161	turned	VBD	turn	
3649	4	161	out	RP	out	
3650	5	161	to	TO	to	
3651	6	161	be	VB	be	
3652	7	161	the	DT	the	
3653	8	161	Crab	NNP	crab	
3654	9	161	Pulsar	NNP	pulsar	
3655	10	161	that	WDT	that	
3656	11	161	resulted	VBD	result	
3657	12	161	from	IN	from	
3658	13	161	the	DT	the	
3659	14	161	great	JJ	great	
3660	15	161	supernova	NN	supernova	
3661	16	161	of	IN	of	
3662	17	161	1054	CD	1054	DATE
3663	18	161	.	.	.	
3664	1	162	In	IN	in	
3665	2	162	1967	CD	1967	DATE
3666	3	162	,	,	,	
3667	4	162	Iosif	NNP	iosif	PERSON
3668	5	162	Shklovsky	NNP	shklovsky	PERSON
3669	6	162	examined	VBD	examine	
3670	7	162	the	DT	the	
3671	8	162	X	NNP	x	
3672	9	162	-	HYPH	-	
3673	10	162	ray	NN	ray	
3674	11	162	and	CC	and	
3675	12	162	optical	JJ	optical	
3676	13	162	observations	NNS	observation	
3677	14	162	of	IN	of	
3678	15	162	Scorpius	NNP	scorpius	ORG
3679	16	162	X-1	NNP	x-1	ORG
3680	17	162	and	CC	and	
3681	18	162	correctly	RB	correctly	
3682	19	162	concluded	VBD	conclude	
3683	20	162	that	IN	that	
3684	21	162	the	DT	the	
3685	22	162	radiation	NN	radiation	
3686	23	162	comes	VBZ	come	
3687	24	162	from	IN	from	
3688	25	162	a	DT	a	
3689	26	162	neutron	NN	neutron	
3690	27	162	star	NN	star	
3691	28	162	at	IN	at	
3692	29	162	the	DT	the	
3693	30	162	stage	NN	stage	
3694	31	162	of	IN	of	
3695	32	162	accretion	NN	accretion	
3696	33	162	.	.	.	
3697	1	163	In	IN	in	
3698	2	163	1967	CD	1967	DATE
3699	3	163	,	,	,	
3700	4	163	Jocelyn	NNP	jocelyn	PERSON
3701	5	163	Bell	NNP	bell	PERSON
3702	6	163	and	CC	and	
3703	7	163	Antony	NNP	antony	PERSON
3704	8	163	Hewish	NNP	hewish	PERSON
3705	9	163	discovered	VBD	discover	
3706	10	163	regular	JJ	regular	
3707	11	163	radio	NN	radio	
3708	12	163	pulses	NNS	pulse	
3709	13	163	from	IN	from	
3710	14	163	CP	NNP	cp	DATE
3711	15	163	1919	CD	1919	DATE
3712	16	163	.	.	.	
3713	1	164	This	DT	this	
3714	2	164	pulsar	NN	pulsar	
3715	3	164	was	VBD	be	
3716	4	164	later	RB	later	
3717	5	164	interpreted	VBN	interpret	
3718	6	164	as	IN	as	
3719	7	164	an	DT	an	
3720	8	164	isolated	JJ	isolated	
3721	9	164	,	,	,	
3722	10	164	rotating	VBG	rotate	
3723	11	164	neutron	NN	neutron	
3724	12	164	star	NN	star	
3725	13	164	.	.	.	
3726	1	165	The	DT	the	
3727	2	165	energy	NN	energy	
3728	3	165	source	NN	source	
3729	4	165	of	IN	of	
3730	5	165	the	DT	the	
3731	6	165	pulsar	NN	pulsar	
3732	7	165	is	VBZ	be	
3733	8	165	the	DT	the	
3734	9	165	rotational	JJ	rotational	
3735	10	165	energy	NN	energy	
3736	11	165	of	IN	of	
3737	12	165	the	DT	the	
3738	13	165	neutron	NN	neutron	
3739	14	165	star	NN	star	
3740	15	165	.	.	.	
3741	1	166	The	DT	the	
3742	2	166	majority	NN	majority	
3743	3	166	of	IN	of	
3744	4	166	known	VBN	know	
3745	5	166	neutron	NN	neutron	
3746	6	166	stars	NNS	star	
3747	7	166	(	-LRB-	(	
3748	8	166	about	RB	about	
3749	9	166	2000	CD	2000	
3750	10	166	,	,	,	
3751	11	166	as	IN	as	
3752	12	166	of	IN	of	
3753	13	166	2010	CD	2010	DATE
3754	14	166	)	-RRB-	)	
3755	15	166	have	VBP	have	
3756	16	166	been	VBN	be	
3757	17	166	discovered	VBN	discover	
3758	18	166	as	IN	as	
3759	19	166	pulsars	NNS	pulsar	
3760	20	166	,	,	,	
3761	21	166	emitting	VBG	emit	
3762	22	166	regular	JJ	regular	
3763	23	166	radio	NN	radio	
3764	24	166	pulses	NNS	pulse	
3765	25	166	.	.	.	
3766	1	167	In	IN	in	
3767	2	167	1971	CD	1971	DATE
3768	3	167	,	,	,	
3769	4	167	Riccardo	NNP	riccardo	PERSON
3770	5	167	Giacconi	NNP	giacconi	PERSON
3771	6	167	,	,	,	
3772	7	167	Herbert	NNP	herbert	PERSON
3773	8	167	Gursky	NNP	gursky	PERSON
3774	9	167	,	,	,	
3775	10	167	Ed	NNP	ed	PERSON
3776	11	167	Kellogg	NNP	kellogg	PERSON
3777	12	167	,	,	,	
3778	13	167	R.	NNP	r.	PERSON
3779	14	167	Levinson	NNP	levinson	PERSON
3780	15	167	,	,	,	
3781	16	167	E.	NNP	e.	PERSON
3782	17	167	Schreier	NNP	schreier	PERSON
3783	18	167	,	,	,	
3784	19	167	and	CC	and	
3785	20	167	H.	NNP	h.	PERSON
3786	21	167	Tananbaum	NNP	tananbaum	PERSON
3787	22	167	discovered	VBD	discover	
3788	23	167	4.8	CD	4.8	CARDINAL
3789	24	167	second	JJ	second	ORDINAL
3790	25	167	pulsations	NNS	pulsation	
3791	26	167	in	IN	in	
3792	27	167	an	DT	an	
3793	28	167	X	NN	x	
3794	29	167	-	HYPH	-	
3795	30	167	ray	NN	ray	
3796	31	167	source	NN	source	
3797	32	167	in	IN	in	
3798	33	167	the	DT	the	
3799	34	167	constellation	NN	constellation	
3800	35	167	Centaurus	NNP	centaurus	ORG
3801	36	167	,	,	,	
3802	37	167	Cen	NNP	cen	PERSON
3803	38	167	X-3	NNP	x-3	PERSON
3804	39	167	.	.	.	
3805	1	168	They	PRP	they	
3806	2	168	interpreted	VBD	interpret	
3807	3	168	this	DT	this	
3808	4	168	as	IN	as	
3809	5	168	resulting	VBG	result	
3810	6	168	from	IN	from	
3811	7	168	a	DT	a	
3812	8	168	rotating	VBG	rotate	
3813	9	168	hot	JJ	hot	
3814	10	168	neutron	NN	neutron	
3815	11	168	star	NN	star	
3816	12	168	.	.	.	
3817	1	169	The	DT	the	
3818	2	169	energy	NN	energy	
3819	3	169	source	NN	source	
3820	4	169	is	VBZ	be	
3821	5	169	gravitational	JJ	gravitational	
3822	6	169	and	CC	and	
3823	7	169	results	NNS	result	
3824	8	169	from	IN	from	
3825	9	169	a	DT	a	
3826	10	169	rain	NN	rain	
3827	11	169	of	IN	of	
3828	12	169	gas	NN	ga	
3829	13	169	falling	VBG	fall	
3830	14	169	onto	IN	onto	
3831	15	169	the	DT	the	
3832	16	169	surface	NN	surface	
3833	17	169	of	IN	of	
3834	18	169	the	DT	the	
3835	19	169	neutron	NN	neutron	
3836	20	169	star	NN	star	
3837	21	169	from	IN	from	
3838	22	169	a	DT	a	
3839	23	169	companion	NN	companion	
3840	24	169	star	NN	star	
3841	25	169	or	CC	or	
3842	26	169	the	DT	the	
3843	27	169	interstellar	JJ	interstellar	
3844	28	169	medium	NN	medium	
3845	29	169	.	.	.	
3846	1	170	In	IN	in	
3847	2	170	1974	CD	1974	DATE
3848	3	170	,	,	,	
3849	4	170	Antony	NNP	antony	PERSON
3850	5	170	Hewish	NNP	hewish	PERSON
3851	6	170	was	VBD	be	
3852	7	170	awarded	VBN	award	
3853	8	170	the	DT	the	WORK_OF_ART
3854	9	170	Nobel	NNP	nobel	WORK_OF_ART
3855	10	170	Prize	NNP	prize	WORK_OF_ART
3856	11	170	in	IN	in	
3857	12	170	Physics	NNP	physics	
3858	13	170	"	''	"	
3859	14	170	for	IN	for	
3860	15	170	his	PRP$	his	
3861	16	170	decisive	JJ	decisive	
3862	17	170	role	NN	role	
3863	18	170	in	IN	in	
3864	19	170	the	DT	the	
3865	20	170	discovery	NN	discovery	
3866	21	170	of	IN	of	
3867	22	170	pulsars	NNS	pulsar	
3868	23	170	"	''	"	
3869	24	170	without	IN	without	
3870	25	170	Jocelyn	NNP	jocelyn	PERSON
3871	26	170	Bell	NNP	bell	PERSON
3872	27	170	who	WP	who	
3873	28	170	shared	VBD	share	
3874	29	170	in	IN	in	
3875	30	170	the	DT	the	
3876	31	170	discovery	NN	discovery	
3877	32	170	.	.	.	
3878	1	171	The	DT	the	ORG
3879	2	171	Pacific	NNP	pacific	ORG
3880	3	171	Type	NNP	type	ORG
3881	4	171	.	.	.	
3882	1	172	This	DT	this	
3883	2	172	type	NN	type	
3884	3	172	is	VBZ	be	
3885	4	172	found	VBN	find	
3886	5	172	in	IN	in	
3887	6	172	all	DT	all	
3888	7	172	of	IN	of	
3889	8	172	the	DT	the	
3890	9	172	territory	NN	territory	
3891	10	172	west	NN	west	
3892	11	172	of	IN	of	
3893	12	172	the	DT	the	
3894	13	172	Cascade	NNP	cascade	
3895	14	172	and	CC	and	
3896	15	172	Sierra	NNP	sierra	
3897	16	172	Nevada	NNP	nevada	
3898	17	172	ranges	VBZ	range	
3899	18	172	,	,	,	
3900	19	172	and	CC	and	
3901	20	172	also	RB	also	
3902	21	172	obtains	VBZ	obtain	
3903	22	172	in	IN	in	
3904	23	172	a	DT	a	
3905	24	172	fringe	NN	fringe	
3906	25	172	of	IN	of	
3907	26	172	country	NN	country	
3908	27	172	to	IN	to	
3909	28	172	the	DT	the	
3910	29	172	eastward	NN	eastward	
3911	30	172	of	IN	of	
3912	31	172	the	DT	the	
3913	32	172	mountain	NN	mountain	
3914	33	172	summits	NNS	summit	
3915	34	172	.	.	.	
3916	1	173	The	DT	the	
3917	2	173	distinguishing	VBG	distinguish	
3918	3	173	characteristic	NN	characteristic	
3919	4	173	of	IN	of	
3920	5	173	the	DT	the	
3921	6	173	Pacific	NNP	pacific	LOC
3922	7	173	type	NN	type	
3923	8	173	is	VBZ	be	
3924	9	173	a	DT	a	
3925	10	173	wet	JJ	wet	
3926	11	173	season	NN	season	
3927	12	173	,	,	,	
3928	13	173	extending	VBG	extend	
3929	14	173	from	IN	from	
3930	15	173	October	NNP	october	DATE
3931	16	173	to	IN	to	
3932	17	173	March	NNP	march	DATE
3933	18	173	,	,	,	
3934	19	173	and	CC	and	
3935	20	173	a	DT	a	
3936	21	173	practically	RB	practically	
3937	22	173	rainless	JJ	rainless	
3938	23	173	summer	NN	summer	
3939	24	173	,	,	,	
3940	25	173	except	IN	except	
3941	26	173	in	IN	in	
3942	27	173	northern	JJ	northern	
3943	28	173	California	NNP	california	GPE
3944	29	173	and	CC	and	
3945	30	173	parts	NNS	part	
3946	31	173	of	IN	of	
3947	32	173	Oregon	NNP	oregon	GPE
3948	33	173	and	CC	and	
3949	34	173	Washington	NNP	washington	GPE
3950	1	174	About	RB	about	CARDINAL
3951	2	174	half	NN	half	CARDINAL
3952	3	174	of	IN	of	
3953	4	174	the	DT	the	
3954	5	174	yearly	JJ	yearly	DATE
3955	6	174	precipitation	NN	precipitation	
3956	7	174	comes	VBZ	come	
3957	8	174	in	IN	in	
3958	9	174	the	DT	the	DATE
3959	10	174	months	NNS	month	DATE
3960	11	174	of	IN	of	DATE
3961	12	174	December	NNP	december	DATE
3962	13	174	January	NNP	january	
3963	14	174	and	CC	and	
3964	15	174	February	NNP	february	DATE
3965	16	174	the	DT	the	
3966	17	174	remaining	VBG	remain	
3967	18	174	half	NN	half	
3968	19	174	being	VBG	be	
3969	20	174	distributed	VBN	distribute	
3970	21	174	throughout	IN	throughout	
3971	22	174	the	DT	the	
3972	23	174	seven	CD	seven	CARDINAL
3973	24	174	months—	JJ	months—	
3974	25	174	September	NNP	september	DATE
3975	26	174	October	NNP	october	DATE
3976	27	174	November	NNP	november	DATE
3977	28	174	March	NNP	march	DATE
3978	29	174	April	NNP	april	
3979	30	174	May	NNP	may	
3980	31	174	and	CC	and	
3981	32	174	June	NNP	june	DATE
3982	33	174	.	.	.	
3983	1	175	Sub	NNP	sub	
3984	2	175	-	HYPH	-	
3985	3	175	Pacific	NNP	pacific	
3986	4	175	Type	NNP	type	
3987	5	175	.	.	.	
3988	1	176	The	DT	the	
3989	2	176	term	NN	term	
3990	3	176	’Sub	NNP	’sub	
3991	4	176	-	HYPH	-	
3992	5	176	Pacific	NNP	pacific	
3993	6	176	’	,	'	
3994	7	176	has	VBZ	have	
3995	8	176	been	VBN	be	
3996	9	176	given	VBN	give	
3997	10	176	to	IN	to	
3998	11	176	that	DT	that	
3999	12	176	type	NN	type	
4000	13	176	of	IN	of	
4001	14	176	rainfall	NN	rainfall	
4002	15	176	which	WDT	which	
4003	16	176	obtains	VBZ	obtain	
4004	17	176	over	IN	over	
4005	18	176	eastern	JJ	eastern	
4006	19	176	Washington	NNP	washington	GPE
4007	20	176	,	,	,	
4008	21	176	Nevada	NNP	nevada	GPE
4009	22	176	and	CC	and	
4010	23	176	Utah	NNP	utah	GPE
4011	24	176	.	.	.	
4012	1	177	The	DT	the	
4013	2	177	influences	NNS	influence	
4014	3	177	that	WDT	that	
4015	4	177	control	VBP	control	
4016	5	177	the	DT	the	
4017	6	177	precipitation	NN	precipitation	
4018	7	177	of	IN	of	
4019	8	177	this	DT	this	
4020	9	177	region	NN	region	
4021	10	177	are	VBP	be	
4022	11	177	much	JJ	much	
4023	12	177	similar	JJ	similar	
4024	13	177	to	IN	to	
4025	14	177	those	DT	those	
4026	15	177	that	WDT	that	
4027	16	177	prevail	VBP	prevail	
4028	17	177	west	NN	west	
4029	18	177	of	IN	of	
4030	19	177	the	DT	the	ORG
4031	20	177	Sierra	NNP	sierra	ORG
4032	21	177	Nevada	NNP	nevada	ORG
4033	22	177	and	CC	and	
4034	23	177	Cascade	NNP	cascade	
4035	24	177	ranges	NNS	range	
4036	25	177	.	.	.	
4037	1	178	There	EX	there	
4038	2	178	is	VBZ	be	
4039	3	178	not	RB	not	
4040	4	178	,	,	,	
4041	5	178	however	RB	however	
4042	6	178	,	,	,	
4043	7	178	as	IN	as	
4044	8	178	in	IN	in	
4045	9	178	the	DT	the	
4046	10	178	eastern	JJ	eastern	
4047	11	178	type	NN	type	
4048	12	178	,	,	,	
4049	13	178	a	DT	a	
4050	14	178	steady	JJ	steady	
4051	15	178	diminution	NN	diminution	
4052	16	178	in	IN	in	
4053	17	178	the	DT	the	
4054	18	178	precipitation	NN	precipitation	
4055	19	178	with	IN	with	
4056	20	178	the	DT	the	
4057	21	178	approach	NN	approach	
4058	22	178	of	IN	of	
4059	23	178	spring	NN	spring	
4060	24	178	,	,	,	
4061	25	178	but	CC	but	
4062	26	178	rather	RB	rather	
4063	27	178	a	DT	a	
4064	28	178	culmination	NN	culmination	
4065	29	178	in	IN	in	
4066	30	178	the	DT	the	
4067	31	178	precipitation	NN	precipitation	
4068	32	178	.	.	.	
4069	1	179	The	DT	the	
4070	2	179	story	NN	story	
4071	3	179	of	IN	of	
4072	4	179	Merlin	NNP	merlin	PERSON
4073	5	179	,	,	,	
4074	6	179	that	DT	that	
4075	7	179	man	NN	man	
4076	8	179	of	IN	of	
4077	9	179	magic	NN	magic	
4078	10	179	,	,	,	
4079	11	179	is	VBZ	be	
4080	12	179	the	DT	the	
4081	13	179	least	RBS	least	
4082	14	179	important	JJ	important	
4083	15	179	of	IN	of	
4084	16	179	the	DT	the	
4085	17	179	four	CD	four	CARDINAL
4086	18	179	branches	NNS	branch	
4087	19	179	,	,	,	
4088	20	179	though	IN	though	
4089	21	179	Merlin	NNP	merlin	ORG
4090	22	179	is	VBZ	be	
4091	23	179	still	RB	still	
4092	24	179	an	DT	an	
4093	25	179	intensely	RB	intensely	
4094	26	179	interesting	JJ	interesting	
4095	27	179	figure	NN	figure	
4096	28	179	in	IN	in	
4097	29	179	the	DT	the	
4098	30	179	story	NN	story	
4099	31	179	of	IN	of	
4100	32	179	Arthur	NNP	arthur	PERSON
4101	33	179	that	WDT	that	
4102	34	179	we	PRP	we	
4103	35	179	read	VBP	read	
4104	36	179	to	IN	to	
4105	37	179	-	HYPH	-	
4106	38	179	day	NN	day	DATE
4107	39	179	.	.	.	
4108	1	180	The	DT	the	
4109	2	180	story	NN	story	
4110	3	180	of	IN	of	
4111	4	180	Lancelot	NNP	lancelot	GPE
4112	5	180	was	VBD	be	
4113	6	180	to	TO	to	
4114	7	180	prove	VB	prove	
4115	8	180	very	RB	very	
4116	9	180	important	JJ	important	
4117	10	180	;	:	;	
4118	11	180	starting	VBG	start	
4119	12	180	as	IN	as	
4120	13	180	a	DT	a	
4121	14	180	romance	NN	romance	
4122	15	180	that	WDT	that	
4123	16	180	had	VBD	have	
4124	17	180	very	RB	very	
4125	18	180	little	JJ	little	
4126	19	180	connection	NN	connection	
4127	20	180	with	IN	with	
4128	21	180	Arthur	NNP	arthur	PERSON
4129	22	180	,	,	,	
4130	23	180	it	PRP	it	
4131	24	180	became	VBD	become	
4132	25	180	with	IN	with	
4133	26	180	Malory	NNP	malory	PERSON
4134	27	180	and	CC	and	
4135	28	180	Tennyson	NNP	tennyson	PERSON
4136	29	180	the	DT	the	
4137	30	180	real	JJ	real	
4138	31	180	center	NN	center	
4139	32	180	of	IN	of	
4140	33	180	interest	NN	interest	
4141	34	180	of	IN	of	
4142	35	180	the	DT	the	
4143	36	180	plot	NN	plot	
4144	37	180	.	.	.	
4145	1	181	The	DT	the	
4146	2	181	story	NN	story	
4147	3	181	of	IN	of	
4148	4	181	the	DT	the	ORG
4149	5	181	Holy	NNP	holy	ORG
4150	6	181	Grail	NNP	grail	ORG
4151	7	181	proved	VBD	prove	
4152	8	181	almost	RB	almost	
4153	9	181	equally	RB	equally	
4154	10	181	important	JJ	important	
4155	11	181	.	.	.	
4156	1	182	In	IN	in	
4157	2	182	the	DT	the	
4158	3	182	earliest	JJS	earliest	
4159	4	182	accounts	NNS	account	
4160	5	182	of	IN	of	
4161	6	182	this	DT	this	
4162	7	182	Perceval	NNP	perceval	
4163	8	182	was	VBD	be	
4164	9	182	the	DT	the	
4165	10	182	knight	NN	knight	
4166	11	182	chosen	VBN	choose	
4167	12	182	above	RB	above	
4168	13	182	all	DT	all	
4169	14	182	others	NNS	others	
4170	15	182	to	TO	to	
4171	16	182	reach	VB	reach	
4172	17	182	the	DT	the	ORG
4173	18	182	Grail	NNP	grail	ORG
4174	19	182	Castle	NNP	castle	ORG
4175	20	182	,	,	,	
4176	21	182	but	CC	but	
4177	22	182	Perceval	NNP	perceval	PERSON
4178	23	182	was	VBD	be	
4179	24	182	too	RB	too	
4180	25	182	rough	JJ	rough	
4181	26	182	and	CC	and	
4182	27	182	worldly	RB	worldly	
4183	28	182	a	DT	a	
4184	29	182	knight	NN	knight	
4185	30	182	to	TO	to	
4186	31	182	suit	VB	suit	
4187	32	182	the	DT	the	
4188	33	182	taste	NN	taste	
4189	34	182	of	IN	of	
4190	35	182	the	DT	the	
4191	36	182	monks	NNS	monk	
4192	37	182	who	WP	who	
4193	38	182	wrote	VBD	write	
4194	39	182	out	RP	out	
4195	40	182	the	DT	the	
4196	41	182	legends	NNS	legend	
4197	42	182	and	CC	and	
4198	43	182	so	RB	so	
4199	44	182	they	PRP	they	
4200	45	182	created	VBD	create	
4201	46	182	Galahad	NNP	galahad	PERSON
4202	47	182	to	TO	to	
4203	48	182	take	VB	take	
4204	49	182	his	PRP$	his	
4205	50	182	place	NN	place	
4206	51	182	as	IN	as	
4207	52	182	their	PRP$	their	
4208	53	182	own	JJ	own	
4209	54	182	ideal	NN	ideal	
4210	55	182	of	IN	of	
4211	56	182	perfection	NN	perfection	
4212	57	182	.	.	.	
4213	1	183	And	CC	and	
4214	2	183	into	IN	into	
4215	3	183	these	DT	these	
4216	4	183	adventures	NNS	adventure	
4217	5	183	are	VBP	be	
4218	6	183	woven	VBN	weave	
4219	7	183	some	DT	some	
4220	8	183	of	IN	of	
4221	9	183	the	DT	the	
4222	10	183	tales	NNS	tale	
4223	11	183	of	IN	of	
4224	12	183	Sir	NNP	sir	
4225	13	183	Gawain	NNP	gawain	PERSON
4226	14	183	,	,	,	
4227	15	183	among	IN	among	
4228	16	183	them	PRP	them	
4229	17	183	the	DT	the	
4230	18	183	delightful	JJ	delightful	
4231	19	183	story	NN	story	
4232	20	183	of	IN	of	
4233	21	183	Gawain	NNP	gawain	GPE
4234	22	183	and	CC	and	
